# https://wiki.pcsx2.net/Complete_List_of_Games + https://wiki.pcsx2.net/Complete_List_of_Demos_and_Tool_Discs
# Title;ID
!Que Pasa Neng!;SLES-54604
.hack//Fragment;SLPS-25527
The Godfather;SLUS-21385, SLUS-21406 (Limited Edition), SLUS-21385GH (Greatest Hits) SLES-53967, SLES-53970, SLES-53971, SLES-53968, SLES-53969 SLPM-66710, SLPM-66966 (EA:SY! 1980), SLAJ-25080
The Golden Compass;SLUS-21677 SLES-54996, SLES-55012 (Scandinavia)
The Great British Football Quiz;SLES-53464, SLES-53465 (France), SLES-53466 (Italy), SLES-53640 (Germany)
The Great Escape;SLUS-20670 SLES-51315 SLPS-25374
The Grim Adventures of Billy & Mandy;SLUS-21451
The Guy Game;SLUS-21074
The Haunted Mansion;SLUS-20681 SLES-52214, SLES-52216 SLPM-65581
The History Channel: Battle for the Pacific;SLUS-21712 SLES-55102
The History Channel: Civil War - A Nation Divided;SLUS-21474
The History Channel: Civil War - Secret Missions;SLUS-21835
The History Channel: Great Battles of Rome;SLES-54708
The Hobbit;SLUS-20655 SLES-51723, SLES-52247 SLPM-65728, VW205-J1
The Hustle: Detroit Streets;SLUS-21335
The Incredible Hulk;SLUS-21765 SLES-55254, SLES-55208
The Incredible Hulk: Ultimate Destruction;SLUS-20941, SLUS-29148 (Demo) SLES-53430, SLED-53445 (Demo)
The Incredibles;SLUS-20905, SLUS-20905GH (Greatest Hits), NPUD-20905 (PS2 Classics) SLES-52812, SLES-52815, SLES-52813, SLES-52814, SLES-52816, SLES-52820, SLES-52821, SLES-52813/P (Platinum) SLPM-65759, SLKA-25226 (Korea)
The Incredibles: Rise of the Underminer;SLUS-21217 SLES-53658, SLES-53473, SLES-53474 SLPM-66248
The Italian Job;SLUS-20784 SLES-51761
The Keihin Kyuukou: Train Simulator Real;SCPS-15035, SCPS-15031 (Premium Pack)
The King of Fighters '94 Re-Bout;SLPS-25449, SLPS-25448 (Special Edition), NPJD-00077 (PS2 Classics)
The King of Fighters '98 Ultimate Match;SLUS-21816 SLES-55280 SLPS-25783 (NeoGeo Online Collection Vol. 10), SLPS-25935 (NeoGeo Online Collection the Best), NPJD-00063 (PS2 Classics)
The King of Fighters 02/03; 
The King of Fighters 2000;SLPS-25156, SLKA-25045 (Korea), SLPS-25429 (SNK Best Collection), SCPS-55049, NPJD-00083 (PS2 Classics)
The King of Fighters 2000/2001;SLUS-20834 (The King of Fighters 2000), SLUS-20839 (The King of Fighters 2001) SLES-52876
The King of Fighters 2001;SLPS-25266, SLKA-25112 (Korea), SLPS-25458 (SNK Best Collection), NPJD-00102 (PS2 Classics), SCAJ-20040
The King of Fighters 2002;SLUS-20995 (The King of Fighters 02/03) SLES-53381 SLPS-25347, SLKA-25275 (Korea, The King of Fighters 02/03), SLPS-25573 (SNK Best Collection), NPJD-00093 (PS2 Classics), SCAJ-20074
The King of Fighters 2002: Unlimited Match;SLPS-25915, SLPS-25983 (Tougeki Ver.)
The King of Fighters 2003;SLUS-20996 (The King of Fighters 02/03) SLES-53382 SLPS-25407, SLKA-25276 (Korea, The King of Fighters 02/03), SLPS-25635 (SNK Best Collection), NPJD-00084 (PS2 Classics)
The King of Fighters 2006;SLUS-21365 SLES-54255 SLPS-25638, SLPS-25779 (SNK Best Collection), SLPS-25609, NPJD-00085 (PS2 Classics)
The King of Fighters Collection: The Orochi Saga;SLUS-21554 SLES-55373 SLPS-25535 (NeoGeo Online Collection - Limited Edition), SLPS-25605 (NeoGeo Online Collection Vol. 3), SLPS-25791 (SNK Best Collection), NPJD-00100 (PS2 Classics)
The King of Fighters NeoWave;SLES-53999 SLPS-25525, SLPS-25712 (SNK Best Collection), NPJD-00106 (PS2 Classics)
The King of Fighters NESTS Collection;SLPS-25661 (NeoGeo Online Collection Vol. 7), SLPS-25865 (NeoGeo Online Collection the Best), NPJD-00095 (PS2 Classics)
The King of Fighters XI;SLUS-21687 SLES-54437 SLPS-25660, SLKA-25167, SLPS-25789 (SNK Best Collection), NPJD-00071 (PS2 Classics)
The King of Route 66;SLUS-20522 SLES-51615
The Legend of Alon D'ar;SLUS-20045
The Legend of Spyro: A New Beginning;SLUS-21372, SLUS-21372GH (Greatest Hits) SLES-54359, SLES-54359/P (Platinum: The Best of PlayStation 2)
The Legend of Spyro: Dawn of the Dragon;SLUS-21820 SLES-55163, SLES-55227, SLES-55265
The Legend of Spyro: The Eternal Night;SLUS-21607 SLES-54815, SLES-54816
The Lord of the Rings: Aragorn's Quest;SLUS-21915 SLES-55574
The Lord of the Rings: The Fellowship of the Ring;SLUS-20520 SLES-50988
The Lord of the Rings: The Return of the King;SLUS-20770 SLES-52017, SLES-52020, SLES-52021, SLES-52019, SLES-52018, SLES-52017-P SLKA-25098 (Korea), SLPM-65503, SLPM-65727 (EA Best Hits), SLAJ-25019 (Chinese Version)
The Lord of the Rings: The Third Age;SLUS-21027, SLUS-21027GH (Greatest Hits) SLES-52801, SLES-52801/P (Platinum), SLES-52802, SLES-52804, SLES-52805, SLES-52803 SLKA-25237 (Korea), SLPM-65846, SLAJ-25051
The Lord of the Rings: The Two Towers;SLUS-20578, SLUS-20578GH (Greatest Hits) SLES-51252, SLES-51252/P (Platinum), SLES-51255, SLES-51254, SLES-51256, SLES-51253, SLES-51254/P (Platinum), SLES-51255-P (Platinum) SLPM-67546 (Korea), SLPS-29004, SLPS-29003 (Collectors Box), SLPM-67005 (EA Best Hits), SLPM-65212
The Maestromusic II;SLPM-62078, SLPM-62077 (w/ Baton)
The Magician's Academy;SLPS-25775, SLPS-25903 (eb! Kore)
The Mark of Kri;SCUS-97140, SCUS-97201, SCUS-97222 (Demo), NPUC-97201 (PS2 Classics) SCES-51164, SCED-51406 (Demo) SLPM-65310
The Matrix: Path of Neo;SLUS-21273 SLES-53462, SLES-53759, SLES-53799, SLED-53845 (Demo) SLPM-66177, SLKA-25303 (Korea), SLAJ-25072
The Mechsmith: Run=Dim;SLPS-20031, SLPM-62348 (IF Collection)
The Mouse Police;SLES-52370
The Mummy Returns;SLUS-20253 SLES-50510
The Mummy: The Animated Series;SLES-52835
The Mummy: Tomb of the Dragon Emperor;SLUS-21775 SLES-55165
The Nightmare of Druaga;SLUS-21071 SLPS-25377
The Operative: No One Lives Forever;SLUS-20028 SLES-50592
The Polar Express;SLUS-20989 SLES-52685, SLES-52605
The Powerpuff Girls: Relish Rampage;SLUS-20585 SLES-51134
The Punisher;SLUS-20864, SLUS-29138 (Demo) SLES-53195, SLES-53047, SLES-53049, SLES-53203
The Puzzle Collection 2000;SLPM-62631 (Disc 1), SLPM-62632 (Disc 2)
The Quest for Aladdin's Treasure;SLES-54124
The Red Star;SLUS-20885, NPUD-20885 (PS2 Classics) SLES-54581, SLES-52741 (Beta)
The Rumble Fish;SLPM-65919
The Scorpion King: Rise of the Akkadian;SLUS-20424, SLUS-29036 (Demo) SLES-50987
The Secret Saturdays: Beasts of the 5th Sun;SLUS-21896 SLES-55546
The Seed: WarZone;SLES-51715, NPED-00016 (PS2 Classics) SLPS-20144
The Shadow of Zorro;SLES-50662
The Shield: The Game;SLUS-21040 SLES-54720
The Shooting & The Helicopter;SLPM-62662 (Disc 1), SLPM-62663 (Disc 2)
The Silent Hill Collection;
The Simpsons Game;SLUS-21665, SLUS-21665GH (Greatest Hits) SLES-54904, SLES-54905, SLES-54906, SLES-55020
The Simpsons Road Rage;SLUS-20305, SLUS-20305GH (Greatest Hits), SLUS-20139 SLES-50540, SLES-50628
The Simpsons Skateboarding;SLUS-20114 SLES-50754, SLES-50755, SLES-51360, SLES-51361, SLES-51362
The Simpsons: Hit & Run;SLUS-20624, SLUS-20624GH (Greatest Hits) SLES-51897, SLES-51897-P (Platinum)
The Sims;SLUS-20573, SLUS-20573GH (Greatest Hits) SLES-51257, SLES-51257-P SLPS-20078, SLPM-62514 (EA Best Hits), SLPM-64540
The Sims 2;SLUS-21265, SLUS-29173 (Demo), SLUS-21265GH (Greatest Hits) SLES-53718, SLES-53718/P, SLED-53770 (Demo)
The Sims 2: Castaway;SLUS-21664 SLES-54903
The Sims 2: Pets;SLUS-21536, SLUS-21536GH (Greatest Hits) SLES-54347 SLKA-25399
The Sims Bustin' Out;SLUS-20842 SLES-52047, SLES-52048 SLPM-65479, SLKA-25137 (Korea)
The Snow Queen Quest;SLES-54120
The Sopranos: Road to Respect;SLUS-21388, SLUS-21549 (Limited Edition) SLES-54209
The Spiderwick Chronicles;SLUS-21716 SLES-55109
The SpongeBob SquarePants Movie;SLUS-20904, SLUS-20904GH (Greatest Hits) SLES-52895, SLES-52896, SLES-52985, SLES-52986, SLES-52897
The Suffering;SLUS-20636 SLES-52439, SLES-51693, SLES-52531, SLED-52488 (Demo)
The Suffering: Ties That Bind;SLUS-21189 SLES-53527, SLES-53626, SLES-53526, SLES-53528
The Sum of All Fears;SLES-51180
The Sword of Etheria;SLES-53768 SLPM-66033, VW257-J1, SLKA-25291, SLPM-66261 (Konami the Best), VW257-J2 (Konami the Best)
The Tale of Despereaux;SLUS-21852 
The Tennis & The Snowboard;SLPM-62636 (The Tennis), SLPM-62637 (The Snowboard)
The Terminator: Dawn of Fate;SLUS-20391 SLES-50922
The Thing;SLUS-20371 SLES-50975, SLES-50976 SLPM-62245, VW098-J1, SLPM-62419 (Konami the Best), VW098-J2 (Konami the Best)
The Toys Room;SLES-52294
Transformers;SLPM-65407, SLPM-65917 (The Best Takara)
The Typing of the Dead: Zombie Panic;SLPM-62566, HSN-0005 (w/Keyboard)
The Ultimate Music Quiz;SLES-53599
The Ultimate Sports Quiz;SLES-53597
The Ultimate Trivia Quiz;SLES-53598
The Ultimate TV & Film Quiz;SLES-53596
The Ultimate World Cup Quiz;SLES-53600
The Urbz: Sims in the City;SLUS-21066, SLUS-21066GH (Greatest Hits) SLES-52908 SLKA-25099 (Korea), SLPM-65807, SLPM-66516 (EA Best Hits), SLPM-66517 (EA Best Hits), SLAJ-25052
The Warriors;SLUS-21215, NPUD-21215 (PS2 Classics) SLES-53443, SLES-53443/P (Platinum: The Best of PlayStation 2)
The Waterhorse: Legend of the Deep;SLES-54984
The Weakest Link;SLES-50503, SLES-50709
The X-Factor: Sing;SLES-53321, SLES-54224 (Australia)
The X-Files: Resist or Serve;SLUS-20179 SLES-52341
The Yamanote Sen: Train Simulator Real;SCPS-15018, PAPX-90502 (Trial)
Theme Park Roller Coaster;SLUS-20099 SLES-50032 SLPS-20048
They Came from the Skies;SLES-54803
Thomas & Friends: A Day at the Races;SLES-54863 (Eye Toy), SLES-54861, SLES-54668
Thread Colors: Sayonara no Mukougawa;SLPM-65187, SLPM-65186 (Limited Edition)
Threat Con Delta;SLPM-62538, TCPS-10095, SLPM-62658 (Taito Best), TCPS-10122 (Taito Best)
Three Kingdoms W Pack;KOEI-00090
Thrillville;SLUS-21413, SLUS-21413GH (Greatest Hits) SLES-54455, SLES-54517, SLES-54516
Thrillville: Off the Rails;SLUS-21611 SLES-54806, SLES-55011, SLES-55010, SLES-54807, SLES-54887 SLKA-25343
Thunder Force VI;SLPM-55096
Thunderbirds;SLES-54738
Thunderstrike: Operation Phoenix;SLUS-20232 SLES-50554 SLPS-25084, SCPS-55008, SLPM-67506
Tian Xing: Swords of Destiny;SLES-53699 SLPS-25459, SLKA-25259 (Korea), SLPS-25603 (Best Collection), SCAJ-20122, SLPM-61112 (Trial)
Tiger Woods PGA Tour 06;SLUS-21264 SLES-53541 SLPM-66191
Tiger Woods PGA Tour 07;SLUS-21483 SLES-54253 SLPM-66674
Tiger Woods PGA Tour 08;SLUS-21646 SLES-54867
Tiger Woods PGA Tour 09;SLUS-21772 SLES-55218
Tiger Woods PGA Tour 10;SLUS-21877 SLES-55528
Tiger Woods PGA Tour 2001;SLUS-20104 SLES-50118, SLES-50119 SLPS-20092
Tiger Woods PGA Tour 2002;SLUS-20364 SLES-50728, SLES-50729 SLPS-25142
Tiger Woods PGA Tour 2003;SLUS-20572 SLES-51282
Tiger Woods PGA Tour 2004;SLUS-20757 SLES-51887, SLES-51887/P (Platinum: The Best of PlayStation 2) SLKA-25097 (Korea)
Tiger Woods PGA Tour 2005;SLUS-21002 SLES-52509
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge;SLUS-20860 SLES-53192 SLPM-65739, SLPM-66131 (Premium Pack), SLPM-66697 (CapKore), SLPM-61090 (Trial)
Time Crisis 3;SLUS-20645 SCES-51844 SLPS-25290, SLPS-25289 (w/GunCon2), SCKA-20015 (Korea), SCKA-20034 (Korea, BigHit Series), SCAJ-20047, SCAJ-20060
Time Crisis II;SLUS-20219, SLUS-29999 (w/ GunCon2) SCES-50300 SLPS-20113 (w/ GunCon2), SLPS-20122, SCKA-20002 (Korea), SLPS-73006 (PlayStation2 the Best), SCAJ-10004 (PlayStation 2 The Best)
Time Crisis II & Vampire Night;SLPM-61013
Time Crisis: Crisis Zone;SLUS-20927 SCES-52530, SCES-52530/P (w/GunCon) SCKA-20038 (Korea)
TimeSplitters;SLUS-20090 SLES-50078, SLES-50078/P (Platinum) SCAJ-20014
TimeSplitters 2;SLUS-20314, SLUS-20314GH (Greatest Hits) SLES-50877, SLED-50884 (Demo) SLPS-25207, SLKA-25020
TimeSplitters: Future Perfect;SLUS-21148 SLES-52993, SLED-53066 (Demo)
Tiny Toon Adventures: Defenders of the Universe;SLUS-20183
Tir Na Nog: Yuukyuu no Jin;SLPS-25843, SLPS-25982 (SystemSoft Selection)
Titeuf: Mega Compet;SLES-52711
TMNT;SLUS-21595, SLUS-21595GH (Greatest Hits) SLES-54478
TMNT: Mutant Melee;SLES-53127
TNA iMPACT!;SLUS-21787 SLES-55150
To Heart 2;SLPS-25414, SLPS-25411, SLPS-25412 (First Print Deluxe Edition w/To Heart), SLPS-25413 (First Print Limited Edition)
TOCA Race Driver 2: The Ultimate Racing Simulator;SLUS-21039 SLES-52637, SLES-52638, SLES-52639, SLES-52638/P (Platinum) SLPM-66498
TOCA Race Driver 3;SLUS-21182, SLUS-29178 (Demo) SLES-53088, SLES-53087, SLES-53089, SLES-53088/P (Platinum: The Best of PlayStation 2), SLES-53089/P (Platinum) SLPM-66881, SLPM-55046 (Best Price)
Togainu no Chi;SLPM-66856, SLPM-66855 (Limited Edition)
Tokimeki Memorial 2: Music Video Clips: Circus de Ai Imashou;SLPM-65118, VW083-J1
Tokimeki Memorial 3;SLPM-65080, VW063-J1, SLPM-65079 (Limited Edition), VW070-J1 (Limited Edition), SLPM-68504 (Special Edition), SLPM-65230 (Konami the Best), VW063-J2 (Konami the Best), SLPM-65693 (Konami Dendou Collection), VW063-J4 (Konami Dendou Collection)
Tokimeki Memorial Girl's Side;SLPM-65145, VW085-J1, SLPM-65126 (Limited Edition), VW090-J1 (Limited Edition), SLPM-65365 (Konami the Best), VW085-J2 (Konami the Best), SLPM-65745 (Konami Dendou Collection), VW085-J4 (Konami Dendou Collection)
Tokimeki Memorial Girl's Side 2nd Kiss;SLPM-66482, VW317-J1, SLPM-66330 (First Print Limited Edition), VW323-J1 (First Print Limited Edition), TOKIGS2SP (Konami Style Special Edition)
Tokobot Plus: Mysteries of the Karakuri;SLUS-21471, NPUD-21471 (PS2 Classics) SLES-54487 SLPS-25687
Tokyo Bus Annai;SLPM-65032, SLPM-65349 (SuperLite 2000)
Tokyo Bus Annai 2;SLPM-65982, SLPM-66555 (SuperLite 2000), SCAJ-20148
Tokyo Game Show Bandai Namco Booth Distribution Disc 2005;SLPM-61125
Tokyo Majin Gakuen: Kaihoujyou Kefurokou;SLPS-25379, SLPS-25378 (Limited Edition), SLPS-25405 (Best Collection)
Tokyo Road Race;SLES-50954 SLPM-62048, TCPS-10040
Tokyo Xtreme Racer 3;SLUS-20831 SLPM-65308, SLKA-25084 (Korea), SLPM-74204 (PlayStation 2 the Best), SLAJ-25018, SLPM-60206 (Trial)
Tokyo Xtreme Racer DRIFT;SLUS-21236 SLPM-65246, SLKA-25063 (Korea), SLPM-60195 (Trial)
Tokyo Xtreme Racer DRIFT 2;SLUS-21394 SLES-53900 SLPM-66022, SLPM-61121 (Trial)
Tokyo Xtreme Racer: Zero;SLUS-20189 SLES-50115 SLPS-25028, SLPS-73402 (PlayStation 2 the Best), SLPM-74211 (PlayStation 2 the Best Reprint), SLPM-60132 (Demo)
Tom & Jerry in War of the Whiskers;SLUS-20355 SLES-51053 SLPM-62449
Tom Clancy's Ghost Recon;SLUS-20613, SLUS-20613GH (Greatest Hits) SLES-51181, SLES-51182, SLED-51338 (Demo) SLPM-65244, SLKA-25031 (Korea), SLPM-65954 (UbiSoft Best)
Tom Clancy's Ghost Recon 2;SLUS-21105, SLUS-21105GH (Greatest Hits) SLES-52646 SLPM-65951, SLPM-66622 (Ubisoft Best)
Tom Clancy's Ghost Recon Advanced Warfighter;SLUS-21422 SLES-53763 SLPM-66461, SLPM-66808 (Ubisoft Best)
Tom Clancy's Ghost Recon: Jungle Storm;SLUS-20820 SLES-51976 SLPM-65619
Tom Clancy's Rainbow Six 3;SLUS-20883 SLES-52288 SLKA-25173 (Korea), SLPM-65731, SLPM-66262 (Ubisoft Best)
Tom Clancy's Rainbow Six: Lockdown;SLUS-21144 SLES-53104
Tom Clancy's Splinter Cell;SLUS-20652, SLUS-29048 (Demo) SLES-51466, SLED-51472 (Demo), SLES-51466-P SLKA-25061 (Korea), SLPM-65422, SLPM-65955 (Ubisoft Best)
Tom Clancy's Splinter Cell Chaos Theory;SLUS-21137, SLUS-21137GH (Greatest Hits) SLES-53007, SLES-53287 SLPM-66130, SLPM-66496
Tom Clancy's Splinter Cell Double Agent;SLUS-21356 SLES-53826, SLES-53827 SLPM-66672, SLPM-66868 (Ubisoft Best)
Tom Clancy's Splinter Cell Pandora Tomorrow;SLUS-20958, SLUS-20958GH (Greatest Hits) SLES-52149, SLES-52149/P (Platinum: The Best of PlayStation 2), TLES-52149 (Beta Trial Disc) SLKA-25180 (Korea), SLPM-65815
Tom Clancy's Splinter Cell Trilogy;
Tomak: Save the Earth;SLPS-20242
Tomak: Save the Earth Again - Complete Edition;SLPM-67552
Tomb Raider: Anniversary;SLUS-21555 SLES-54674, SLES-54674/P (Platinum) SLPS-25856, SLPS-25946 (Spike the Best)
Tomb Raider: Legend;SLUS-21203, SLUS-21203GH (Greatest Hits) SLES-53908, SLES-53908P (Platinum), SLED-54022 (Demo) SLPM-66558, SLPS-25945 (Spike the Best), SLPM-61155 (Trial)
Tomb Raider: Underworld;SLUS-21858 SLES-55442 SLPS-25927, SLPS-25986 (Spike The Best)
Tomoyo After: It's a Wonderful Life - CS Edition;SLPM-66611
Tony Hawk's American Wasteland;SLUS-21208, SLUS-21295 (Collector's Edition), SLUS-21208GH (Greatest Hits) SLES-53534, SLES-53534/P (Platinum), SLES-53535
Tony Hawk's Downhill Jam;SLUS-21456 SLES-54714, SLES-54715
Tony Hawk's Pro Skater 3;SLUS-20013, SLUS-20013GH (Greatest Hits) SLES-50432, SLES-50432/P (Platinum), SLES-50436, SLES-50435, SLES-50437, SLES-50435-P SLPM-65190
Tony Hawk's Pro Skater 4;SLUS-20504, SLUS-20504GH (Greatest Hits) SLES-51130, SLES-51132, SLES-51130-P, SLES-51131 SLPM-65419
Tony Hawk's Project 8;SLUS-21444, SLUS-21444GH (Greatest Hits) SLES-54389, SLES-54390
Tony Hawk's Proving Ground;SLUS-21616 SLES-54963, SLES-54964
Tony Hawk's Underground;SLUS-20731, SLUS-20731GH (Greatest Hits) SLES-51848, SLES-51848/P (Platinum), SLES-51854, SLES-51752, SLES-51851, SLES-51853, SLES-51852, SLES-51853/P (Platinum: The Best of PlayStation 2)
Tony Hawk's Underground 2;SLUS-20965 SLES-52621, SLES-52621/P (Platinum), SLES-52622, SLES-52622/P (Platinum: The Best of PlayStation 2)
Top Angler;SLUS-20342 SLES-50861 SLPS-20182, SLKA-25034 (Korea)
Top Gear Dare Devil;SLUS-20039, SLUS-20029 SLES-50068, SLES-50069 SLPS-20064
Top Gun;SLES-54664
Top Gun: Combat Zones;SLUS-20211, SLUS-29012 (Demo) SLES-50568 SLPM-62182
Top o Nerae! GunBuster;SLPS-25447
Top Spin;SLUS-21222 SLES-53175
Top Trumps: Doctor Who;SLES-55125
Top Trumps: Dogs & Dinosaurs;SLES-54635
Top Trumps: Horror & Predators;SLES-54634
Torakapuu! Dash!!;SLPM-65302, SLPM-65301 (Deluxe Pack)
Tori no Hoshi: Aerial Planet;SLPS-25812
Torikago no Mukougawa;SLPS-25668
Torino 2006 - The Official Video Game of the XX Olympic Winter Games;SLUS-21375 SLES-53901
Torneko Adventures 3: Mysterious Dungeon;SLPM-62199, SCPS-51013
Toro to Kyuujitsu;SCPS-15015, SCPS-19212 (PlayStation 2 the Best), SCPS-19334 (PlayStation 2 the Best Reprint?), PCPX-96323 (Demo, Movie)
Torrente 3: The Protector;SLES-54117, SLES-53979
Total Club Manager 2004;SLES-52022, SLES-51460
Total Club Manager 2005;SLES-52674
Total Immersion Racing;SLUS-20409 SLES-51128
Total Overdose: A Gunslinger's Tale in Mexico;SLUS-21283, SLUS-29170 (Demo) SLES-53492, SLED-53745 (Demo)
Totally Spies! Totally Party;SLUS-21795 SLES-54953
Toudai Shogi: Jouseki Dojo Kanketsuhen;SLPS-20392, SLPM-62684 (Mycom Best)
Toudai Shogi: Shikenbisha Dojo;SLPS-20047, SLPS-20225 (Mycom Best)
Tough: Dark Fight;SLPM-62613, VW260-J1, SLPM-66064
Touka Gettan: Koufuu no Ryouou;SLPM-55200, KAD-008 (DX Pack)
Toukon Inoki Michi: Puzzle de Daa!;SLPS-25189
Tourist Trophy;SCUS-97502 SCES-53372, SCES-53372/P (Platinum) SCPS-15105, SCAJ-20170, SCPS-19324 (PlayStation 2 The Best), PCPX-96660 (Trial)
Towa no Sakura;SLPM-66845, SLPM-66844 (Limited Edition)
Toy Golf Extreme;SLES-55049
Train Kit for A-Ressha de Ikou 2001;SLPS-20090
Train Simulator + Densha de Go! Tokyo Kyuukouhen;SLPM-65472, SLPM-66371 (Ongakukan Pocket Books)
Train Simulator Midousuji-Sen;SLPM-65386
Train Simulator: Keisei - Toei - Keikyu;SLPM-67007
Train Simulator: Kyuushuu Shinkansen;SLPM-67006
Transformers;SLUS-20668, SLUS-29107 (Regular Demo), SLUS-28040 (Trade Demo) SLES-52388 (Special Edition), SLES-53309 (Director's Cut), SLED-52474 (Demo, Transformers: Red Alert), SLED-52473 (Demo, Transformers: Optimus Prime), SLED-52441 (Demo) SLKA-25175
Transformers: Revenge of the Fallen;SLUS-21881 SLES-55520
Transformers: The Game;SLUS-21602 SLES-54755, SLES-54756, SLES-54757 SLKA-25375, SLPS-25834
Transworld Skateboarder;
TransWorld Surf;SLUS-20356 SLES-50886
Trapt;SLUS-21255, NPUD-21255 (PS2 Classics) SLES-53824 SLPS-25445, SLPS-73248 (PlayStation 2 the Best), SLPS-73265 (PlayStation 2 the Best Reprint), SCAJ-20133
Triangle Again;SLPM-65223
Triangle Again 2;SLPM-65273
Tribes Aerial Assault;SLUS-20149
Trigger Man;SLUS-20931 SLES-53076
Triggerheart Exelica Enhanced;SLPM-55052, ALCH-00017 (Nendroid Super Set)
Triple Play 2002;SLUS-20366 SLPS-25167
Triple Play Baseball;SLUS-20168
Trivial Pursuit;SLUS-21869 SLES-55467, SLES-55517 (Scandinavia)
Trivial Pursuit Unhinged;SLUS-20791 SLES-52504, SLES-52544
Trivial Pursuit Unlimited;
Trouble Fortune Comany * Happy Cure;SLPM-66626, SLPM-66625 (Limited Edition)
Truck Kyousokyoku;SLPS-20062, SLPM-60130 (Trial)
Truck Racer;SLES-55479
Truck Racing 2;SLES-53173
True Crime: New York City;SLUS-21106 SLES-53616, SLES-53618, SLES-53617 SLPM-66473, SLPM-74243 (PlayStation 2 the Best)
True Crime: Streets of LA;SLUS-20550, SLUS-20550GH (Greatest Hits) SLES-51753, SLES-51754, SLED-51902 (Demo) SLPM-65729, SLPM-66098 (CapKore)
True Fortune;SLPS-25880
True Love Story 3;SLPS-25038, SLPS-25281 (Enterbrain Collection)
True Love Story: Summer Days;SLPS-25245, SLPS-25387 (ebKore)
True Tears;SLPM-66935
Tsugunai: Atonement;SLUS-20292 SCPS-11007
Tsuki no Hikari: Shizumeru Kane no Satsujin;SLPS-20196, SLPS-20297 (Best Collection), SLPS-20415 (Super Best Collection)
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary;SLPM-65717
Tsuki wa Kirisaku;SLPM-65896, SLPM-65895 (First Print Limited Edition)
Tsuyo Kiss 2 Gakki: Swift Love;SLPM-55154, SLPM-55153 (Limited Edition)
Tsuyo Kiss: Mighty Heart;SLPM-66408, SLPM-66407 (First Print Limited Edition), SLPM-66624 (Princess Collection)
TT Superbikes Legends;SLES-55409
Turbo Trucks;SLES-54195
Turok: Evolution;SLUS-20333 SLES-50479, SLES-51124
TV Kura Emon;SLPM-62290
TVDJ;SCPS-15002, PAPX-90204 (Trial)
Twin Caliber;SLES-50986, SLES-51226 SLKA-25006
Twinkle Star Sprites;SLPS-25534 (NeoGeo Online Collection), SLPS-25713 (SNK Best Collection), NPJD-00075 (PS2 Classics)
Twisted Metal: Black;SCUS-97101, SCUS-97179 (Greatest Hits), SCUS-97164 (Demo), NPUC-97101 (PS2 Classics) SCES-50360
